Unnamed: 0,סוג הנכס,עיר,שכונה,רחוב,חדרים,קומה,מחיר,מטרים,לשוטפים,ריהוט,מעלית,מזגן,חניה,מרפסת,סורגים,ממד,מחסן,משופצת,דוד שמש,חיות מחמד,תאור
2125,דירה,באר שבע והסביבה,נתיבות,אריאל שרון 34,4.0,9,3500,127.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירת פרימיום משודרגת בפרוייקט אסום. נמצאת ברחוב אריאל שרון 34. דירה גדולה ומרווחת, קומה 9- נוף פתוח, מרפסת ענקית 17 מ""ר, יחידת הורים עם חדר רחצה נפרד, מזגן מרכזי, ממ""ד, רשתות בכל החלונות, מחסן צמוד לדירה וחנייה"
2126,דירה,עמק יזרעאל,עפולה,מרכז העיר,4.0,2,2800,104.0,0,0,0,1,0,0,0,0,0,0,0,0,"דירת 4 חדרים שמורה, מוארת ומאווררת. נוף, חניה בשפע.  ללא תיווך. לא בשבת"
2127,סאבלט,גליל ועמקים,בוסתן הגליל,שביל החבצלת 14,3.0,1,8000,700.0,0,0,0,1,1,1,0,1,0,0,0,0,"סאבלט לתקופות השכרה של 3 חודשים המחיר כולל הכל (חשמל ומים על פי מכסה מתואמת מראש) חשמל עד 500 ש""ח לחודש מים עד 200 ש""ח לחודש פנויי מ.1.8.23 עד ה.1.11.23, בית מקסים בהרחבה של בוסתן הגליל, 7 דקות הליכה מחוף ים לא מוכרז, גני שעשועים במרחק הליכה, קומה תחתונה עם חצר חצי מקורה , חדר שינה הורים וחדר שינה ילדים, חדר שירותי אורחים וחדר שירותים/מקלחת ועוד"
2128,בית פרטי/קוטג',גדרה יבנה והסביבה,גדרה,פוקס 16,6.0,0,10000,360.0,0,0,0,0,1,1,0,0,0,0,0,0,"במרחק דקה הליכה (ובלי חציית כביש) מבי""ס פינס.
בית פרטי בן 6 חדרים. קומה תחתונה יחידה עם מקלחת ויציאה נפרדת החוצה וממ""ד.
קומה עליונה 3 חדרי שינה אחד מהם חדר הורים עם מקלחת ושירותים.
סלון עם חלל כפול ומטבח מרווח
כניסה ב-1.8 
השכרה לטווח ארוך"
2129,דירה,יישובי השומרון,אריאל,ששת הימים 3,2.0,3,2700,50.0,0,0,0,1,0,1,0,0,0,0,0,0,"דירה יפה, משופצת ומוארת. חדר שינה ושירותים מרווחים, סלון, מטבח ומרפסת. קומה שלישית בבנין שקט. ממוקמת מעל תחנת אוטובוס, במרחק 2 דק ממרכז קניות. מושלמת לזוג"
2130,דירה,עכו - נהריה,עכו,דרך הים 7,4.0,3,4200,100.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירת 4 חדרים  נוף לים
כניסה מידית"
2131,יחידת דיור,גליל ועמקים,קרית שמונה,בזלת 22,1.0,1,2400,43.0,0,1,0,1,1,1,1,0,0,0,0,0,"יחידת דיור בקרית שמונה - שכונת יובלים החדשה
איזור שקט קרוב למכללה לנחלים ולמתחמי קניות.
יחידת דיור סטודיו , כניסה נפרדת, מרפסת פרטית, מרוהטת
מחיר 2400 ש""ח כולל מים,ארנונה,כבלים יס ואינטרנט.
כניסה החל מה 01.09
"
2132,דירה,באר שבע והסביבה,באר שבע,שכונה ה,3.0,2,2400,75.0,1,1,0,0,0,0,1,0,0,1,0,0,"דירת 3 חדרים להשכרה במצב מצוין,משופצת,75 מר' .שכונה ה', רחוב יהודי סוריה, מרוהטת קומפלט, מתאימה למשפחה או לשותפים. במרחק הליכה לגראנד.קומה 2 מתוך 4. עדיפות לטווח ארוך. כניסה מיידית"
2133,יחידת דיור,ירושלים והסביבה,גבעת זאב,האתרוג 23,3.0,3,4100,88.0,0,0,0,1,0,1,1,0,0,1,0,0,"היחידה שופצה לפני שנה, מוארת מאוד. מרפסת ענקית לנוף. ללא בעלי- חיים"
2134,דירה,ירושלים והסביבה,צור הדסה,דוכיפת 15,5.0,3,7500,150.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה מושקעת, מטבח גדול ופתוח, מיזוג אוויר בכל הדירה, תריסים חשמליים, מרפסת גדולה 30 מ""ר משקיפה לנוף פתוח, שכנים טובים"
2135,דירה,מושבים בשרון,קדימה צורן,ההגנה 13,4.0,2,7300,116.0,0,0,1,1,1,1,0,1,1,0,0,0,"בקדימה בכפר, דירת 4 חדרים בבניין בוטיק בן 4.5 שנים בלבד. דירה משודרגת, מושקעת ונעימה, מרפסת פונה לרחוב שקט. לדירה יש 2 חניות ומחסן גדול"
2136,דירה,קריות,קרית ים,קרית ים ג,2.5,1,2500,60.0,0,0,0,1,0,0,0,0,0,0,0,0,"דירה נעימה ומוארת, 3 כיווני אויר. 
2.5 חדרים
קומה 1 (מעל קומת קרקע)
כניסה באמצע יולי"
2137,דירת גן,חיפה וחוף הכרמל,חיפה,א.ל. זיסו 20,5.0,0,5500,130.0,1,0,0,1,1,1,1,0,1,1,0,0,"דירה חדשה בסמוך לבית חולים רמב״ם

-5 חדרים(4 חדרי שינה וסלון)
-מטבח כפרי חדש 
-2 חדרי מקלחת ושירותים
-מזגן חדש בכל החדרים
-גינה היקפית קסומה עם עצי פרי, דשא, מזרקה ופינות ישיבה
-מחסן צמוד לדירה
-חניה צמודה(0 מדרגות וגישה ישירה)
מתאימה לשותפים שידעו לשמור על הפנינה שלנו
בסמוך לבית חולים רמב״ם(4 דקות הליכה ברגל)"
2138,דו משפחתי,טבריה והסביבה,טבריה,הנרקיס 14,5.0,1,4400,150.0,0,0,0,1,0,1,0,1,0,0,0,0,"ברחוב ללא מוצא, חלק מדו משפחתי, בקומה התחתונה ממ״ד, סלון, מטבח, חדר כביסה, שירותים, מקלחת שירותים (נוסף), וגינה.
בקומה העליונה 3 חדרים ושני מרפסות, מקלחת שירותים, ועוד מקלחת ושירותים בחדר הורים.
הבית בנוי שלוש קומות ויש יחידת דיור שלא כלולה בעסקה"
2139,בית פרטי/קוטג',גדרה יבנה והסביבה,גדרה,שיקמה 6,5.0,0,7800,140.0,1,0,0,1,1,1,0,1,0,0,0,0,"אנו מחפשים מחליפים כניסה ב 1 לאוגוסט לטווח ארוך, קוט'ג שמור עם גינה גדולה, יחידת הורים גדולה,בית שמור שכונה שקטה לרציניים בלבד. לא מתאים לשותפים ללא תיווך!"
2140,בית פרטי/קוטג',גדרה יבנה והסביבה,גדרה,שיקמה 6,5.0,0,7800,140.0,1,0,0,1,1,1,0,1,0,0,0,0,"אנו מחפשים מחליפים כניסה ב 1 לאוגוסט לטווח ארוך, קוט'ג שמור עם גינה גדולה, יחידת הורים גדולה,בית שמור שכונה שקטה לרציניים בלבד. לא מתאים לשותפים ללא תיווך!"
2141,דירה,בקעת אונו,קרית אונו,יצחק נבון 5,5.0,0,8300,138.0,0,0,1,1,1,1,0,1,1,0,1,0,"משכירים הבונבוניירה הזו - 
שכונת נאות אריאל שרון החדשה
דירת 5 חדרים (125 מ""ר) + 13 מ""ר מרפסת
קומה  21 עם נוף פתוח ומרהיב

מפרט עשיר:
יחידת הורים 
3 חדרי שירותים
מזגן מרכזי + 2 מזגנים בחדרים. 
דוד שמש (רק מקומה 17)
2 חניות + מחסן
חניה בשפע בסביבה.

סמוך למחלף בר אילן + צירים מרכזיים
3 גנים נפתחו. ב-9/23 יפתח בי""ס 

שכר דירה: 8,300  ₪ 

*אופציה לטווח ארוך*"
2142,בית פרטי/קוטג',טבריה והסביבה,קצרין,יודפת 26,9.0,0,10000,700.0,0,0,0,1,1,1,0,1,1,0,0,0,"וילה 9 חדרים הכוללת 4 וחצי חדרי שינה, סלון גדול, ממ""ד ענק, יחידת דיור עם שניים וחצי חדרים גדולים מאוד, מטבח וגינה.
כל הבית ממוזג מזגני טורנדו חדשים"
2143,דירה,חיפה וחוף הכרמל,חיפה,נוה שאנן,3.0,2,3750,92.0,0,0,0,1,0,0,1,0,1,1,0,0,"דירת 3 חדרים מרווחת ( 8 דיירים בלבד) , סלון גדול , שרותים נפרדים , מקלחת ואמבטיה, חדר שרות וכביסה נפרד , מרפסת שמש ענקית 12 מ""ר , חניה פרטית ומחסן פרטי, הדירה לאחר שיפוץ  כללי , דירה כיפית ומיוחדת  . אפשרי לטווח ארוך"
2144,יחידת דיור,באר שבע והסביבה,עומר,תפוח 68,3.0,0,3800,155.0,0,0,0,1,1,1,0,1,1,1,0,0,"השכרה, יחידת דיור, עומר"
2145,בית פרטי/קוטג',מושבים בשרון,תל מונד,החבצלת 11,5.5,0,9000,317.0,0,0,0,1,0,1,0,1,0,0,0,0,"בית פרטי בשכונה שקטה במרכז הישוב. שטח הבית כ-175 מ״ר בשני מפלסים. בקומה הראשונה מטבח וסלון מרווח עם יציאה לגינה. בקומה השניה חדרי השינה ויחידת הורים עם מקלחת וחדר ארונות. יש גם מרפסת של 35 מ״ר ומרפסת כביסה. שטח הגינה כ-200 מ״ר. גינה עם עצי פרי, דק עץ ופרגולה. בשטח בצמוד לבית ישנה יחידת דיור בגודל של 40מ״ר ועם גינה נפרדת. היחידה תתפנה בקרוב וניתנת להשכרה בתוספת תשלום ביחד עם הבית או בנפרד"
2146,יחידת דיור,ירושלים והסביבה,ירושלים,פסגת זאב מזרח,2.0,0,3500,40.0,0,1,0,1,0,0,1,0,0,1,0,0,"יחידת דיור בפרויקטים, 2 חדרים, משופצת ומרוהטת הכוללת: מיטה זוגית, ארון, פינת אוכל, ספות, תנור, כיריים, מקרר, כבלים ומכונת כביסה.
גינה צמודה בגודל 10 מ״ר, ללא חיות מחמד ולא למעשנים.

מתאים ליחיד/ה.

המחיר הינו כולל את כל המצויין לעיל פרט למים וחשמל - כל הקודם זוכה.

(לא למתווכים)"
2147,בית פרטי/קוטג',גדרה יבנה והסביבה,גדרה,שיקמה 6,5.5,0,8500,250.0,0,0,0,1,1,1,0,1,1,1,0,0,"בשכונה הצבאית הוותיקה, ברחוב קטן ושקט מאד, צמוד לגינה גדולה, חנייה בשפע , יח' הורים ענקית + מקלחת צמודה ,אפשרי לתווך ארוך"
2148,יחידת דיור,יישובי השומרון,אורנית,הצבר 7,3.0,2,3800,65.0,0,0,0,1,1,1,0,0,0,1,0,0,"להשכרה דירת 3 חדרים.
הדירה מוארת, יש בה 4 כיווני אוויר, ברחוב שקט והיא קרובה מאוד למרכז.
דמי שכירות 3,800 ש""ח. 
דמי השכירות כוללים מים, ארנונה, כבלים ואינטרנט
(לא כולל חשמל).
כניסה בתאריך 1/8/23"
2149,דירה,עכו - נהריה,עכו,מרכז העיר,4.0,1,3600,117.0,0,0,1,1,1,1,0,1,0,1,0,0,"דירה במרכז העיר עכו קרובה לתחנת אגד סופרים קופת חולים ועוד ...
4 חדרים 117 מ""ר
קומה 5 מתוך 7
מרפסת עם נוף לים 
חניה 
דירה משופצת במצב מצוין, ריצוף חדש בכל הבית, מטבח וארונות רגבה, 
שיש במטבח תוצרת קוריאן אנטי בקטריאליים וסטריליים, קל לניקוי ותחזוקה.
נגישות לתחבורה ציבורית אגד ורכבת ישראל , סופרים ומרכולים , מרחק הליכה מהעיר , קופת חולים כללית מקצועית.
ארנונה לחודשיים :1016 כולל אגרת שמירה
"
2150,דירה,עכו - נהריה,עכו,מרכז העיר,4.0,1,3600,117.0,0,0,1,1,1,1,0,1,0,1,0,0,"דירה במרכז העיר עכו קרובה לתחנת אגד סופרים קופת חולים ועוד ...
4 חדרים 117 מ""ר
קומה 5 מתוך 7
מרפסת עם נוף לים 
חניה 
דירה משופצת במצב מצוין, ריצוף חדש בכל הבית, מטבח וארונות רגבה, 
שיש במטבח תוצרת קוריאן אנטי בקטריאליים וסטריליים, קל לניקוי ותחזוקה.
נגישות לתחבורה ציבורית אגד ורכבת ישראל , סופרים ומרכולים , מרחק הליכה מהעיר , קופת חולים כללית מקצועית.
ארנונה לחודשיים :1016 כולל אגרת שמירה
"
2151,דירה,ראש העין והסביבה,ראש העין,שדרות בן גוריון 9,4.5,5,6300,130.0,0,0,1,1,1,1,1,1,1,0,0,0,"מחפשים שוכרים בעדיפות לטווח ארוך. 
בדירה חדר הורים גדול ומרווח (חדר וחצי) עם חדר רחצה נפרד, ועוד שני חדרי שינה ושירותים ומקלחת נוספים, וכמובן סלון גדול ומרפסת הצופה לשמורה. 
בנוסף - שתי חניות מקבילות ומקורות בחניון תת קרקעי, מחסן גדול, רשתות וסורגים שקופים. 
כניסה ב-1.8.2023"
2152,דירה,באר שבע והסביבה,באר שבע,העיר העתיקה ורסקו,3.0,1,4300,90.0,0,0,0,1,1,1,1,0,0,1,1,0,"יחידת דיור מהממת להשכרה של 90 מ""ר(3 חדרים) +גינה ענקית+חנייה ברחוב רמב""ם המבוקש.
קרובה לרכבת, התחנה המרכזית, קניון הנגב, מרכזח קניות, גנים, ביה""ס בארי, בתי כנסת.
המחיר כולל ארנונה, מים ואינטרנט.
בדירה דוד שמש, 3 מזגנים חדשים, ספה, פינת ישיבה לגינה ונדנדה"
2153,דירה,באר שבע והסביבה,קרית גת,הנרייטה סאלד 4,4.0,7,4100,110.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירה חדשה ומוארת בבניינים של גינדי, כוללת מזגן ממרכזי, רשתות בחלונות, מטבח משודרג ומרפסת לנוף פתוח. בקרבת בתי ספר וגנים. כניסה מיידית"
2154,דירה,נתניה והסביבה,נתניה,קרית השרון,5.0,1,7500,131.0,0,0,1,1,1,1,0,1,0,1,0,0,"דירה להשכרה.
דירת 5 חדרים ברחוב אייר השקט בקריית השרון. הדירה משופצת, בעלת מזגן מיני מרכזי, 131 מ""ר מרווחת, עם מרפסת שמש 13 מ""ר. קומה 2 מתוך 5 קומות, בנוסף יש 2 חניות"
2155,יחידת דיור,באר שבע והסביבה,באר שבע,רמות,2.0,0,2800,60.0,0,1,0,1,0,0,1,1,0,0,0,0,"יחידת דיור מרווחת בת 2 חדרים, מתאימה ליחיד או לזוג
מרוהטת קומפלט, בעלת ממ״ד וכניסה נפרדת
מרחק הליכה לפארק ההייטק גב ים, תחנת רכבת צפון והאוניברסיטה
ללא בעלי חיים
(יש אופציה לסאבלט לתקופה של חודשיים)

המחיר כולל הכל מלבד חשמל"
2156,גג/פנטהאוז,באר שבע והסביבה,באר שבע,רמות,3.5,1,3500,100.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירה מרווחת ומוארת, 3.5 חדרים (ממ""ד', חדר שירות) שכונה מעולה במיקום מעולה על הכניסה הצפונית לעיר (כביש 6, חוסך את הפקקים) וקרובה לאוניברסיטה (כ10 דק הליכה).  גודלה  100 מ""ר, קומה 5 מתוך 5 עם מעלית.  בדירה מרפסת גדולה שמקיפה חצי בית (ואליה מספר יציאות), מזגן בכל חדר, 2 שירותים ומקלחות, כיריים, תנור ופרגולה חדשה. צבועה ושמורה טוב. 
תאריך כניסה: 1 לספטמבר.
במידה ואין מענה (נמצאים בחו""ל), שלחו וואטאפ"
2157,דירה,חולון - בת ים,חולון,קריית שרת,3.0,1,3900,50.0,0,0,0,1,0,0,0,0,0,0,0,0,"3 חדרים - 50 מ""ר, קומה ראשונה (נמוכה), מזגן 1- בחדר, מזגן 2- בסלון, מיטה זוגית ושידה + ארון קיר - בחדר שינה, מדיח.
תשלום ארנונה 580 ש""ח- לחודשיים
תשלום ועד 180 ש""ח- לרבעון"
2158,תיירות ונופש,אילת והערבה,אילת,דרך הערבה 30,2.0,3,6000,50.0,0,0,1,1,1,1,0,0,0,1,0,0,"במלון קלאב הוטל אילת שבוע 30 (23-30/7/23) סוויטה גדולה ומרווחת בת 2 חדרים ומרפסת ל 5 אנשים, עם מטבחון מאובזר, פינת אוכל, 2 טלויזיות וחדר אמבטיה . 
המלון נמצא במרחק של פחות מ- 3 דקות הליכה מהים ומקניון מול הים, ומשתרע על שטח של למעלה מ-40 דונם, הכולל פארק מים עם 6 בריכות שחייה, טרסת שמש, מרכז בריאות, אינטרנט אלחוטי בחינם, וחניה פרטית בחינם"
2159,דירה,פרדס חנה - כרכור,פרדס חנה כרכור,"הנח""ל 11",5.0,0,5000,120.0,0,0,1,1,1,1,0,1,1,0,0,0,"רחוב השעורה בשכונת העומרים,שכנים טובים ,חדש מקבלן
2 כיורים בשרי וחלבי
לא להתקשר בשבת וחג"
2160,דירה,"ראשל""צ והסביבה",ראשון לציון,שולמית אלוני 11,4.5,2,7500,120.0,0,1,1,1,1,1,0,1,1,0,0,0,"דירת 4.5 חדרים (כאשר ה 0.5 משמש כמחסן/מזווה), כוללת שתי חניות פרטיות גדולות (כשלושה).  קרובה לגנים ומוסדות חינוך, קרובה ליציאה לכביש 4  וגם ל 431 ואיילון. מתאימה למשפחה עם 2-4 ילדים.  קרבה למרכזי קניות, בידור וכיוצ""ב. הדירה כוללת ריהוט חלקי, משרביה, קיים גם חימום מים על גז.  פיר אשפה בקומה ושלוש מעליות בביניין (בשבתות וחגים מעלית אחת מופעלת כמעלית שבת), יש חדרי דיירים לשימוש"
2161,דירה,פרדס חנה - כרכור,חריש,שוהם 23,5.0,2,4100,115.0,0,0,0,1,1,1,0,1,0,0,0,0,"דירת 5 חדרים שהוסבה לדירת 4 חדרים איחדתי שני חדרי שינה לחדר הורים גדול ומפנק+ חדר ארונות!! שלוש מקלחות ושירותים !!! מזגנים בכול חדר, 2 חניות יחידת מתבגר ומטבח משודרג!! דירה נעימה ונוחה ומאוד מוארת.. בניין מטופח ונקי עם שכנים טובים.                                                          *** הדירה עם אנרגיות טובות ומזל***"
2162,דו משפחתי,אשדוד - אשקלון,גן יבנה,אדמונית 6,6.5,0,9500,360.0,0,0,0,1,1,1,0,1,1,1,0,0,"ברחוב המבוקש בגן יבנה , נכס איכותי ויחודי.  
דו משפחתי עיצוב יוקרתי , תקרה גבוהה חלונות בלגיים, מדרגות עגולות .  
6.5 חדרים,  + פינת  טלווזיה + 4 מרפסות + 3 חדרי אמבטיה. 
גינה  מושקעת , דשא סיננטי איכותי.
בית מרווח מאוד , מושקע , בניה פרטית .
איזור איכותי שקט עם רמת חיים גבוהה . קרוב לכלל השירותים (בתי ספר , קניון, מועצה).
למשפחה רצינית  לטווח ארוך בלבד.
הנכס הנותן את איכות חיים הטובה ביותר לעלות"
2163,דירה,עמק יזרעאל,עפולה,מרכז העיר,4.0,3,3800,105.0,0,0,1,1,1,0,1,0,1,1,0,0,"דירה 4 חדרים מרווחת ומשופצת , מיקום מרכזי אך שקט , קרוב לבית כנסת למעוניינים וקרוב למרכז העיר , הכניסה בספטמבר 
*המחיר לא כולל ארנונה+חשמל+ועד בית"
2164,דירת גן,גליל ועמקים,צפת,נוף הבשן 73,4.5,1,4000,120.0,0,0,0,1,1,1,1,0,0,1,0,0,"מיקום מושלם ושקט, הדירה שופצה לפני שנה וחצי
יש יחידת הורים.
שני שירותים ומקלחת.
מיועד בעיקר לסטודנטים"
2165,תיירות ונופש,אילת והערבה,אילת,מרכז העיר,2.0,1,6970,50.0,0,0,0,0,1,1,0,0,0,0,0,0,"סווויטה בשבוע 35 בקלאב הוטל אילת בתפוסה של 5 נפשות (הרוב משכירים ל 4) ומקבלים 5 צמידים באחריות !!
במלון 6 בריכות למבוגרים ,לילדים ותינוקות. יש מגוון פעילויות חינם במלון לכל המשפחה השבוע הינו מיום א עד יום א בתאריכים 27.8.23 עד 3.9.23 המחיר רק 6970 שח במקום 10,507 במלון !! בסוויטה , 2 חדרים, מטבחון ומרפסת - 50 מ""ר , כדאי לפנות דן : 0544-710-810"
2166,דירה,באר שבע והסביבה,באר שבע,שכונה ד,3.0,2,2500,52.0,0,0,0,1,1,0,1,0,0,0,0,0,"דירת 3 חדרים, מתאימה לזוג או שותפים. מזגן בכל חדר. מיקום מעולה, 500 מטר ממרכז הנגב קרבה לחנויות ומסעדות, 5 דק הליכה לסורוקה ועוד 2 דק לאונ'. רחוב מקביל למצדה לאזור הבילוי. פריים לוקיישן. לא תיווך"
2167,דירה,רמת השרון - הרצליה,הרצליה,נוה ישראל,3.0,4,6700,85.0,0,0,1,1,1,0,1,0,1,1,0,0,"דירת 3 חדרים עורפית, מרווחת (85 מ״ר) ומהממת בלב הרצליה בבניין שקט. משופצת במצב מצוין, כולל חניה ומעלית. כוללת מזגנים בכל החדרים, שתי מקלחות ושירותים (כולל יחידת הורים בחדר השינה), תנור אפיה, מדיח ופינת אוכל"
2168,דירה,באר שבע והסביבה,באר שבע,שכונה ד,2.0,1,1800,56.0,0,1,0,1,0,0,0,0,0,0,0,0,"דירה להשכרה 2 חדרים 
      מרוהטת ומרווחת 
 תאריך כניסה תחילת אוקטובר
 שכונה ד? רחוב בר גיורא 21
10 דקות הליכה מהאוניברסיטה 
כמה דקות הליכה מהאוטובוסים 
כמה דקות הליכה מהבר
לפרטים:"
2169,דירה,פרדס חנה - כרכור,פרדס חנה כרכור,דרך הבנים 26,3.0,2,3200,70.0,0,0,0,1,0,1,0,0,0,1,0,1,"דירת שלושה חדרים משופצת, מטבח חדש מנגר, מיזוג, מקלחת ושירותים נפרדים. אזור מרכזי, פונה לצד שקט, בקרבת בתי ספר (יסודי ותיכונים), מרכז קניות ומרכז המושבה. מותאם למשפחה צעירה, זוגות, יחידים או שותפים. ניתן להכניס בעלי חיים"
2170,דירת גן,מושבים בצפון,כרם בן זמרה,עוללות 125,2.5,0,3000,105.0,0,0,0,1,1,1,0,0,0,0,0,0,"השכרה, דירת גן, קומה 0, כרם בן זמרה"
2171,דירה,גדרה יבנה והסביבה,גדרה,חיים הרצוג 37,4.0,4,5470,112.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירה עם מרפסת סוכה , 4 חדרים חדשה בשכונת גולדה המבוקשת. 3 כיווני אוויר 2 שירותים )2 השירותים ללא ונטה(+ 2 מקלחות"
2172,דירה,בקעת אונו,קרית אונו,יצחק נבון 1,6.0,9,8000,153.0,0,0,1,1,1,1,0,1,1,1,0,0,"חדשה מקבלן. 141 מטרים בנוי, 12 מטרים מרפסת, 9 מטרים מחסן גדול. כיוון צפון מערב. 2 חניות - קרובות ליציאה מחניון. 
בשכונה נפתחו השנה גני ילדים טטח-חובה ובספטמבר 2023 נפתח בית ספר יסודי חדש.
הדירה צמודה לאוניברסיטת בר אילן, סופר ומרכז מסחרי קטן. לאכלוס מיידי"
2173,דירה,רמת גן - גבעתיים,רמת גן,"אצ""ל 59",2.0,2,3400,40.0,0,0,0,1,0,1,0,0,0,1,0,0,"דירה נאה  ומושקעת 5 דקות מבר אילן, בסמיכות לישיבת ההסדר. אזור דתי, יכולה להתאים לזוג צעיר. אזור נגיש ונוח. מיקום שקט"
2174,יחידת דיור,מושבים במרכז,משמר השבעה,אליהו שמיר 10,2.0,0,4300,120.0,0,0,0,1,1,1,0,0,0,0,0,0,יחידת דיור יפיפיה קומת קרקע
2175,דירה,ירושלים והסביבה,ירושלים,גבעת משואה,3.0,1,4400,67.0,0,0,0,1,0,0,1,0,0,0,0,0,"להשכרה ללא תיווך
רחוב קוסטה ריקה, קרית מנחם - כניסה 1.8

3 חדרים, 65 מ״ר
סלון רחב, חדר הורים גדול, חדר שינה נוסף
שירותים, מקלחון, מטבח + חדר שירות

נגישה רק 7 מדרגות לעלות מהכניסה!
איזור שקט, חנייה בשפע, מוארת ומרווחת.
מזגן מיני מרכזי"
2176,בית פרטי/קוטג',ירושלים והסביבה,גבעת זאב,נופך 5,5.5,1,11500,240.0,0,0,0,1,1,1,1,0,0,1,0,0,"דו משפחתי מהממם, מרווח ומטופח מאד בעיצוב מודרני חדשני. מטבח ענק ויוקרתי. 5.5 חדרים. 3 שירותים, 2 חדרי אמבטיה מרווחים ומפנקים מאד. מרפסת קידמית גדולה ומרווחת. חצר אחורית גם גינה. יחידת הורים ענקית עם חדר ארונות גדול ומרווח- (בגודל של חדר) ומרפסת נעימה שיוצאת מחדר השינה. חניה מקורה בקרבת בתי כנסת וגני שעשועים.
מתאים לדתיים"
2177,דופלקס,נס ציונה - רחובות,קרית עקרון,האירוס 7,5.0,2,6500,143.0,0,0,0,1,1,1,0,1,1,1,0,0,דופלקס מהמם ושמור. קרוב למרכז ביל״ו
2178,דירת גן,עמק יזרעאל,מגדל העמק,סמוכה 2,3.0,1,2850,55.0,0,0,0,1,0,1,1,0,0,0,0,0,"בית מגורים 2 חדרי שינה, סלון, פינת אוכל, מטבח, מרפסת גינה גדולה מאוד ומרפסת יציאה מהסלון עם נופים מדהימים לנופי עמק יזרעאל המרהיב"
2179,יחידת דיור,מושבים בשפלה,פתחיה,הרימון 1,3.0,0,5800,350.0,0,0,0,1,0,1,0,1,1,1,0,0,"להשכרה, יחידת דיור, בפתחיה"
2180,דירה,קריות,קרית ביאליק,מרכז העיר,4.0,4,4000,100.0,0,0,1,1,1,0,0,0,1,0,0,0,"ברחוב הארזים המבוקש דירת 4 חדרים מרווחת!
מטבח חדש בן שנה,מזגנים חדשים בכל הבית.
חנייה ומחסן גדול.
קרוב לתחבורה ציבורית, סופרים, גני ילדים ובתי ספר"
2181,יחידת דיור,יישובי השומרון,עלי זהב,חושן 1,3.0,0,3000,65.0,0,0,0,1,1,1,0,0,0,1,0,0,"דירת 3 חדרים מהממת ברחוב שקט עם נוף מבואה גדולה ושימושית בעלי בית מקסימים קרובה למכולת לגנים לדואר מתאימה לזוג+2 60 מטר 
3000 שח כולל ארנונה ומים מתפנה ביולי/אוגוסט"
2182,יחידת דיור,מושבים בשרון,הדר עם,התירוש 6,2.0,0,4200,50.0,0,0,0,1,1,1,0,0,0,0,0,0,"להשכרה בהדר-עם יחידת דיור חדשה, קומת מרתף מוארת במיוחד ומרווחת, 2 חדרים, מתאימה לזוג, מטבח חדיש ומאובזר (מקרר, תנור, כיריים). ללא בעלי חיים וללא עישון. מחיר 4200 ש״ח כולל מיסי ישוב, מים, ארנונה, אינטרנט וכבלים (לא כולל חשמל). 
כניסה מיידית"
2183,דירה,תל אביב,תל אביב יפו,הצפון החדש החלק הצפוני,2.0,3,6500,50.0,0,0,0,1,0,0,0,0,0,1,0,1,"להשכרה (ללא תיווך): דירת 2 חדרים + חדר ארונות ליד פארק הירקון ובסמוך לכיכר מילאנו. חלונות טריפלקס + רשתות. המטבח כולל מקרר, תנור וכיריים. חיות מחמד יתקבלו בברכה. הבניין נמצא בתהליך תמ""א ולכן השכירות מותנת בהודעת פינוי של 90 יום"
2184,דירה,באר שבע והסביבה,באר שבע,שכונה ו,3.0,4,2200,80.0,0,1,0,0,0,0,0,0,0,0,0,0,"דירת 3 חדרים גדולה ומרווחת 
מתאימה לזוג / שותפים 
שכונה ו? בשאול המלך ממוקמת במקום מרכזי 
 מול קניון אביה 
 סופר / מאפיה בשכונה 
 דירה מרוהטת - ספות , שולחן , מזנון ,  טלוויזיה , מכונת כביסה , מיטה חדשה , ארון בגדים , מקלחת משופצת , שרותים , מטבח , חדר שירות   מקלט בבניין 
* 2300₪ כולל הכל !                                        * כניסה מידית *"
2185,דירה,קיסריה והסביבה,אור עקיבא,"שז""ר",2.0,2,2300,55.0,0,1,0,1,0,0,0,0,0,0,0,0,"מטבח שלם לגמרי עם כל הריהוט שאפשר וצריך , נוח וקרוב למרכז העיר , 2 חדרים מרווחים לשינה וגם לסלון , שכונה שקטה עם חנייה קרובה לבית"
